batch_size,num_requests,avg_ttft,p50_ttft,p95_ttft,avg_tpot,p50_tpot,p95_tpot,avg_latency,p50_latency,p95_latency,throughput,kv_memory_utilization,total_tokens,total_steps
8,16,0.193993,0.226431,0.367748,0.012576,0.013641,0.020221,0.307181,0.408418,0.412535,1163.19,0.0,480,20
