mode,total_requests,total_tokens,total_time,throughput,total_steps,ttft_avg,ttft_p50,ttft_p95,latency_avg,latency_p50,latency_p95,gpu_occupancy,avg_batch_size,peak_batch_size
continuous,64,4490,3.4577097745739525,1298.5473890888495,96,0.3276780728004275,0.32483248581458035,0.5943690563600699,2.026275057940267,1.9982417499887604,3.090213547328294,1.0,12.8125,59
static,64,4490,3.945385467980577,1138.0383580867654,117,0.8673831676933275,0.8939348170513635,1.0598381432896562,0.9900953216347204,1.0056169936413293,1.193186489046187,0.9658119658119658,10.512820512820513,16
