batch_size,num_requests,avg_ttft,p50_ttft,p95_ttft,avg_tpot,p50_tpot,p95_tpot,avg_latency,p50_latency,p95_latency,throughput,kv_memory_utilization,total_tokens,total_steps
1,16,0.21763,0.230808,0.415119,0.000671,0.000668,0.000691,0.223672,0.236948,0.42104,1139.78,0.0,480,160
