run,concurrency,requests,warmup,prompt_type,prompt_mode,max_tokens,success,failed,error_rate,wall_time,throughput,tokens_per_second,avg_prompt_tokens,avg_completion_tokens,p50_latency,p95_latency,p50_ttft,p95_ttft,p50_tpot,p95_tpot,usage_complete,first_error
1,1,16,3,long,shared_prefix,64,16,0,0.0,14.457216234994121,1.1067137504156246,70.82968002659997,191,64,0.9020509014662821,0.9155016744916793,0.031020667491247877,0.03197790622652974,0.013830254785716534,0.014044985738268772,True,
1,2,16,3,long,shared_prefix,64,16,0,0.0,7.837190195976291,2.0415480038004685,130.65907224322999,191,64,0.9753290340013336,0.9976625012495788,0.03646150397253223,0.053019871993456036,0.014894204975996491,0.015208368519707288,True,
1,4,16,3,long,shared_prefix,64,16,0,0.0,4.128497960045934,3.8755014910609242,248.03209542789915,191,64,1.0276226844871417,1.0378659165289719,0.050912185019114986,0.056398820743197575,0.015526562222346132,0.015591641472253417,True,
2,1,16,3,long,shared_prefix,64,16,0,0.0,15.031812341010664,1.0644092433450536,68.12219157408343,191,64,0.9381667379639111,0.9551927884749603,0.032388623483711854,0.03716554022685159,0.014381889285730375,0.01461307835254249,True,
2,2,16,3,long,shared_prefix,64,16,0,0.0,9.089040631020907,1.7603618081970036,112.66315572460823,191,64,1.1396715410228353,1.1476879762340104,0.04196587699698284,0.05348177399719134,0.01741947404003613,0.017527244848823766,True,
2,4,16,3,long,shared_prefix,64,16,0,0.0,4.667773449968081,3.4277584744626823,219.37654236561167,191,64,1.1626078545232303,1.1767314397584414,0.04495232252520509,0.05673091976495925,0.017726576595108897,0.017792406384528257,True,
3,1,16,3,long,shared_prefix,64,16,0,0.0,17.097532736021094,0.9358075370893245,59.89168237371677,191,64,1.0562573950155638,1.2002251577359857,0.03928420750889927,0.04652525598066859,0.016142431547724836,0.018387744178725702,True,
3,2,16,3,long,shared_prefix,64,16,0,0.0,10.354094453970902,1.5452824069867197,98.89807404715006,191,64,1.2979187319870107,1.3734625577781117,0.04546728797140531,0.07454354199580848,0.019815855325543363,0.021131790555839886,True,
3,4,16,3,long,shared_prefix,64,16,0,0.0,6.173571012972388,2.591692873764561,165.8683439209319,191,64,1.5438998234749306,1.5884311950067058,0.07064669800456613,0.08144951872236561,0.02332332809520368,0.023997540777643392,True,
