variant,profiled_request_elapsed_ms,total_kernel_ms,quantized_linear_ms,dense_linear_ms,attention_ms,memory_copy_ms
bf16,1222.9194319952512,1168.0108540000012,0.0,1135.1206460000014,4.148437999999963,17.138247999999923
awq_int4,3388.1661750056082,3328.312322999999,2310.088057999999,984.9549949999999,4.047706999999942,17.18011400000003
awq_marlin,695.5246680008713,379.58140600000024,219.20981200000023,145.88232700000015,4.789751999999968,2.779633999999983
